"","Domain","Coefficient of desktop","Ticker","Category","Coefficient of mobile"
"57","lenovo.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"58","sears.com",0.285612034020063,"G","General",-0.0390676802844829
"59","midwayusa.com",0.294637484927008,"ORMR","Outdoor Recreation Merchandise Retailer",-0.0761515000295048
"60","weightwatchers.com",0.271586583113118,"FSPSR","Fitness & Sports Products and Services Retailer",0.0205161394605388
"61","palmettostatearmory.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"62","belk.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"63","teespring.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"64","dsw.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"65","sweetwater.com",0.312768767478256,"MPSR","Music Products and Services Retailer",0.0402040042693053
"66","carid.com",0.295540030017703,"AAR","Autoparts and Automobile Retailer",-0.085109882004007
"67","finishline.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"68","store.google.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"69","cheaperthandirt.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"70","hm.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"71","ae.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"72","summitracing.com",0.295540030017703,"AAR","Autoparts and Automobile Retailer",-0.085109882004007
"73","zazzle.com",0.236486953844575,"PVER","Photo and Video Equipment Retailer",0.0902045879633316
"74","footlocker.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"75","scholastic.com",0.250999679298048,"MEEPR","Media, Education and Entertainment Products Retailer",0.0443710600653228
"76","fashionnova.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"77","asos.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"78","fingerhut.com",0.285612034020063,"G","General",-0.0390676802844829
"79","meijer.com",0.285612034020063,"G","General",-0.0390676802844829
"80","vistaprint.com",0.250999679298048,"MEEPR","Media, Education and Entertainment Products Retailer",0.0443710600653228
"81","hottopic.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"82","microcenter.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"83","opticsplanet.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"84","crutchfield.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"85","dollartree.com",0.285612034020063,"G","General",-0.0390676802844829
"86","shopdisney.com",0.250999679298048,"MEEPR","Media, Education and Entertainment Products Retailer",0.0443710600653228
"87","llbean.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"88","fanatics.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"89","dillards.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"90","bigbadtoystore.com",0.264050581111938,"GTR","Gifts and Toys Retailer",-0.0262549613992231
"91","underarmour.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"92","budsgunshop.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"93","bjs.com",0.285612034020063,"G","General",-0.0390676802844829
"94","grainger.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"95","forever21.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"96","zennioptical.com",0.222696763475896,"ESCR","Eyeglasses, Sunglasses and Contacts Retailer",-0.0253173884374698
"97","adorama.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"98","brownells.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"99","urbanoutfitters.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"100","northerntool.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"101","campingworld.com",0.295540030017703,"AAR","Autoparts and Automobile Retailer",-0.085109882004007
"102","pamperedchef.com",0.299086583113118,"KTER","Kitchen tools and Equipments Retailer",0.0230161394605389
"103","williams-sonoma.com",0.299086583113118,"KTER","Kitchen tools and Equipments Retailer",0.0230161394605389
"104","ipsy.com",0.256722214382841,"PCBPR","Personal Care and Beauty Products Retailer",-0.0624012081824917
"105","tirerack.com",0.295540030017703,"AAR","Autoparts and Automobile Retailer",-0.085109882004007
"106","classicfirearms.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"107","sallybeauty.com",0.256722214382841,"PCBPR","Personal Care and Beauty Products Retailer",-0.0624012081824917
"108","partycity.com",0.276965851656105,"PPEMSR","Party Products and Event Management Services Retailer",-0.0550052532462363
"109","landsend.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"110","musiciansfriend.com",0.312768767478256,"MPSR","Music Products and Services Retailer",0.0402040042693053
"111","thriftbooks.com",0.250999679298048,"MEEPR","Media, Education and Entertainment Products Retailer",0.0443710600653228
"112","store.hp.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"113","hellofresh.com",0.279086583113118,"FBGR","Foods,Beverages and Groceries Retailer",-0.00198386053946115
"114","uline.com",0.221099308566591,"PDS","Packaging And Distribution Services",0.0582242295880279
"115","stitchfix.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"116","beachbody.com",0.271586583113118,"FSPSR","Fitness & Sports Products and Services Retailer",0.0205161394605388
"117","childrensplace.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"118","gearbest.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"119","sportsmans.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"120","stamps.com",0.385756042024784,"MS","Mail Services",0.243016723154565
"121","ruralking.com",0.285612034020063,"G","General",-0.0390676802844829
"122","discounttire.com",0.295540030017703,"AAR","Autoparts and Automobile Retailer",-0.085109882004007
"123","jcrew.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"124","hy-vee.com",0.279086583113118,"FBGR","Foods,Beverages and Groceries Retailer",-0.00198386053946115
"125","neimanmarcus.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"126","carters.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"127","pier1.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"128","onepeloton.com",0.271586583113118,"FSPSR","Fitness & Sports Products and Services Retailer",0.0205161394605388
"129","christianbook.com",0.250999679298048,"MEEPR","Media, Education and Entertainment Products Retailer",0.0443710600653228
"130","crateandbarrel.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"131","scentsy.com",0.264050581111938,"GTR","Gifts and Toys Retailer",-0.0262549613992231
"132","uniqlo.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"133","frys.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"134","express.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"135","orientaltrading.com",0.264050581111938,"GTR","Gifts and Toys Retailer",-0.0262549613992231
"136","napaonline.com",0.295540030017703,"AAR","Autoparts and Automobile Retailer",-0.085109882004007
"137","fragrancenet.com",0.256722214382841,"PCBPR","Personal Care and Beauty Products Retailer",-0.0624012081824917
"138","shopmyexchange.com",0.285612034020063,"G","General",-0.0390676802844829
"139","duluthtrading.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"140","famousfootwear.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"141","thredup.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"142","gnc.com",0.271586583113118,"FSPSR","Fitness & Sports Products and Services Retailer",0.0205161394605388
"143","kirklands.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"144","brilliantearth.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"145","zara.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"146","shoprite.com",0.285612034020063,"G","General",-0.0390676802844829
"147","primaryarms.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"148","grabagun.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"149","bladehq.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"150","mattressfirm.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"151","jmbullion.com",0.270648036021243,"MPR","Metal Products Retailer",0.000203420575279056
"152","jegs.com",0.295540030017703,"AAR","Autoparts and Automobile Retailer",-0.085109882004007
"153","grove.co",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"154","roomstogo.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"155","bose.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"156","kay.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"157","vitaminshoppe.com",0.271586583113118,"FSPSR","Fitness & Sports Products and Services Retailer",0.0205161394605388
"158","revzilla.com",0.295540030017703,"AAR","Autoparts and Automobile Retailer",-0.085109882004007
"159","lulus.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"160","hibbett.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"161","shop.lululemon.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"162","nflshop.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"163","containerstore.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"164","skechers.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"165","levi.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"166","fabfitfun.com",0.264050581111938,"GTR","Gifts and Toys Retailer",-0.0262549613992231
"167","shoecarnival.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"168","davidsbridal.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"169","nyandcompany.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"170","jtv.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"171","columbia.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"172","thenorthface.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"173","crocs.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"174","harristeeter.com",0.285612034020063,"G","General",-0.0390676802844829
"175","harley-davidson.com",0.295540030017703,"AAR","Autoparts and Automobile Retailer",-0.085109882004007
"176","pepboys.com",0.295540030017703,"AAR","Autoparts and Automobile Retailer",-0.085109882004007
"177","eddiebauer.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"178","kingarthurflour.com",0.279086583113118,"FBGR","Foods,Beverages and Groceries Retailer",-0.00198386053946115
"179","big5sportinggoods.com",0.271586583113118,"FSPSR","Fitness & Sports Products and Services Retailer",0.0205161394605388
"180","zumiez.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"181","newbalance.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"182","abercrombie.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"183","warbyparker.com",0.222696763475896,"ESCR","Eyeglasses, Sunglasses and Contacts Retailer",-0.0253173884374698
"184","weathertech.com",0.295540030017703,"AAR","Autoparts and Automobile Retailer",-0.085109882004007
"185","boxycharm.com",0.256722214382841,"PCBPR","Personal Care and Beauty Products Retailer",-0.0624012081824917
"186","therealreal.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"187","rockler.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"188","amway.com",0.279086583113118,"FBGR","Foods,Beverages and Groceries Retailer",-0.00198386053946115
"189","bkstr.com",0.250999679298048,"MEEPR","Media, Education and Entertainment Products Retailer",0.0443710600653228
"190","hallmark.com",0.264050581111938,"GTR","Gifts and Toys Retailer",-0.0262549613992231
"191","apmex.com",0.270648036021243,"MPR","Metal Products Retailer",0.000203420575279056
"192","1800flowers.com",0.264050581111938,"GTR","Gifts and Toys Retailer",-0.0262549613992231
"193","elementvape.com",0.314429849654925,"CVPR","Cigarette & Vape Prodcuts Retailer",-0.0917763541059983
"194","customink.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"195","backcountry.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"196","nutrisystem.com",0.271586583113118,"FSPSR","Fitness & Sports Products and Services Retailer",0.0205161394605388
"197","touchofmodern.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"198","justfab.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"199","burlington.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"200","michaelkors.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"201","mybobs.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"202","patagonia.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"203","cdw.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"204","ereplacementparts.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"205","fender.com",0.312768767478256,"MPSR","Music Products and Services Retailer",0.0402040042693053
"206","farmandfleet.com",0.285612034020063,"G","General",-0.0390676802844829
"207","clickbank.com",0.0443469738563769,"MEP","Marketing and E-commerce Platform",0.147915596560952
"208","thrivemarket.com",0.279086583113118,"FBGR","Foods,Beverages and Groceries Retailer",-0.00198386053946115
"209","repairclinic.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"210","lampsplus.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"211","musicnotes.com",0.312768767478256,"MPSR","Music Products and Services Retailer",0.0402040042693053
"212","iherb.com",0.325612034020063,"HSPPR","Health Services and Pharamceutical Products Retailers",-0.014067680284483
"213","coach.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"214","anntaylor.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"215","jomashop.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"216","supremenewyork.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"217","revolve.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"218","ralphlauren.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"219","zola.com",0.276965851656105,"PPEMSR","Party Products and Event Management Services Retailer",-0.0550052532462363
"220","pacsun.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"221","cafepress.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"222","lumberliquidators.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"223","americanmuscle.com",0.295540030017703,"AAR","Autoparts and Automobile Retailer",-0.085109882004007
"224","dyson.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"225","zzounds.com",0.312768767478256,"MPSR","Music Products and Services Retailer",0.0402040042693053
"226","rkguns.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"227","yandy.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"228","scheels.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"229","dickblick.com",0.251099308566591,"ACFR","Arts, Crafts and Fabric Retailers",-0.0192757704119721
"230","vizio.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"231","menswearhouse.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"232","digikey.com",0.295540030017703,"AAR","Autoparts and Automobile Retailer",-0.085109882004007
"233","store.nba.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"234","nfm.com",0.285612034020063,"G","General",-0.0390676802844829
"235","realtruck.com",0.295540030017703,"AAR","Autoparts and Automobile Retailer",-0.085109882004007
"236","fineartamerica.com",0.251099308566591,"ACFR","Arts, Crafts and Fabric Retailers",-0.0192757704119721
"237","swansonvitamins.com",0.325612034020063,"HSPPR","Health Services and Pharamceutical Products Retailers",-0.014067680284483
"238","flooranddecor.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"239","keurig.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"240","dollarshaveclub.com",0.256722214382841,"PCBPR","Personal Care and Beauty Products Retailer",-0.0624012081824917
"241","traegergrills.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"242","chicos.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"243","partselect.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"244","talbots.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"245","lifeway.com",0.250999679298048,"MEEPR","Media, Education and Entertainment Products Retailer",0.0443710600653228
"246","homechef.com",0.279086583113118,"FBGR","Foods,Beverages and Groceries Retailer",-0.00198386053946115
"247","sleepnumber.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"248","monoprice.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"249","carhartt.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"250","lakeside.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"251","cigarsinternational.com",0.314429849654925,"CVPR","Cigarette & Vape Prodcuts Retailer",-0.0917763541059983
"252","avery.com",0.28749750493881,"PLPR","Printing and Labels Products Retailer",0.175517890542618
"253","build.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"254","omahasteaks.com",0.279086583113118,"FBGR","Foods,Beverages and Groceries Retailer",-0.00198386053946115
"255","1800petmeds.com",0.280052755471175,"PPR","Pet Products Retailer",-0.082401791876518
"256","lightinthebox.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"257","adoreme.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"258","jpcycles.com",0.295540030017703,"AAR","Autoparts and Automobile Retailer",-0.085109882004007
"259","sonos.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"260","appliancepartspros.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
