"Year","Domain","Category","visits","desktop visits","mobile visits","desktop share","mobile share","direct","paid","referral","search","social","unknown channel","bounce rate","desktop bounce rate","mobile bounce rate","pages per visit","desktop pages per visit","mobile pages per visit","time on site","desktop time on site","mobile time on site","Ticker"
2020,"jcpenney.com","General",49980770.75,5666674.08333333,44314096.6666666,0.112732144080903,0.887267855919096,31305211.8333333,5084500.33333333,5293558.83333333,7324444,903194.583333333,0,0.420785724807849,0.217131855556462,0.446137951640281,4.77642024236866,8.19649614600253,4.34797512719627,531,627.583333333333,517.333333333333,"G"
2020,"nike.com","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",47652446.4166666,26228603.3333333,21423843.0833333,0.550308832874071,0.449691167125928,24614252.9166666,2751164.91666666,6183596.08333333,12912343.9166666,1191088.16666666,0,0.357384689092955,0.286652334740156,0.444630538893771,5.27935485428307,6.30075231903096,3.99253948951075,490.25,526,447,"CSJWAR"
2020,"gamestop.com","Media, Education and Entertainment Products Retailer",46426689.5,16210993.8333333,30215695.6666666,0.324795129846112,0.675204870153887,25757277,3491464.83333333,4395718.16666666,11530579.1666666,1250478.58333333,0,0.411513313107824,0.274987388204516,0.474569480402565,4.52438683291468,6.10784041668247,3.74847161325516,474.416666666666,456.25,472.166666666666,"MEEPR"
2020,"harborfreight.com","Weapons, Industrial Tools and Equipment Retailer",44848098.75,4873339.33333333,39974759.4166666,0.107784052513305,0.892215947486695,29504622.0833333,1268589.83333333,2269437.91666666,11186851.9166666,641336.666666666,0,0.453976524820237,0.561999272863396,0.439314025020251,2.85147302082297,2.9743709715527,2.84614702319254,379.5,413,375.583333333333,"WITER"
2020,"groupon.com","General",44320685.3333333,11135370.0833333,33185315.25,0.251156031150232,0.748843968849767,23424471.8333333,2188243.66666666,4364325.08333333,13385549.1666666,939110.333333333,0,0.497179034197049,0.436815594874193,0.517390041048007,3.59658316712891,4.2762431085747,3.36705863858392,426.75,443.5,420.666666666666,"G"
2020,"chewy.com","Pet Products Retailer",44163954,7533145.41666666,36630808.5833333,0.168808200984787,0.831191799015212,26946835.4166666,5413601,5229633.08333333,5973925.91666666,619359.916666666,0,0.450490434354194,0.237761234307754,0.492464141845448,5.64119319548935,8.50135505783065,5.07855024989812,520.916666666666,541.5,515.416666666666,"PPR"
2020,"newegg.com","General",43696634,23206666.6666666,20489967.3333333,0.509981928416711,0.490018071583288,23895624.4166666,1727542.16666666,5152338.08333333,11772990,1148215.16666666,0,0.390918346516382,0.311747702296265,0.466914226047886,5.1455782233902,6.71908752523934,3.52141316330243,529,598,438.75,"G"
2020,"bedbathandbeyond.com","Home Improvement and Cleaning Products Retailer",40684708.3333333,9473197.33333333,31211511,0.228460510913354,0.771539489086645,19017415.3333333,5744300.91666666,6586824.41666666,8861023.91666666,467451.5,0,0.566605275740412,0.541599361495843,0.571220453912431,2.37053131406523,3.15730407245112,2.16076156624368,474.083333333333,557.833333333333,447,"HICPR"
2020,"ikea.com","Home Improvement and Cleaning Products Retailer",40650167.0833333,17673335.3333333,22976831.75,0.422084745916387,0.577915254083612,21097711.6666666,1768354.25,3124835.91666666,13935664.75,723642.916666666,0,0.314336487576927,0.205811465739064,0.389478007668628,7.42455530391607,9.32287073153883,6.07347537061133,579.583333333333,619.666666666666,540.583333333333,"HICPR"
2020,"qvc.com","General",39963588.9166666,4868569.66666666,35095019.25,0.120930779123161,0.879069220876838,28485268.25,1387303,3678076.5,5622867.58333333,792846.833333333,0,0.463294371561209,0.228562246257137,0.494820090476362,5.35541162450241,8.71769553072448,4.89522805718968,743.083333333333,777.75,738.083333333333,"G"
2020,"kroger.com","Foods,Beverages and Groceries Retailer",39287665.5,6745046,32542619.5,0.170823037497258,0.829176962502741,26242976.6666666,899867.833333333,5012449.16666666,6754214.41666666,424306.083333333,0,0.48150302085869,0.415985460989647,0.494551480483798,3.35504506272158,4.51867381888442,3.11931014934129,448.083333333333,630.666666666666,409.333333333333,"FBGR"
2020,"autozone.com","Autoparts and Automobile Retailer",37450714.5,6047883.41666666,31402831.0833333,0.161547133106097,0.838452866893902,21712171,1957190.83333333,1212745,12409575.0833333,191167.5,0,0.441456779803508,0.52573012708169,0.425349705838421,4.49913309970935,3.52462249005052,4.69003169211244,402.666666666666,448.5,395.083333333333,"AAR"
2020,"dickssportinggoods.com","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",36977518.5,11293589.1666666,25683929.3333333,0.299673044613524,0.700326955386475,19978868.9166666,3343263.66666666,2597064,10566781.1666666,491540.916666666,0,0.393007615546618,0.269852298139757,0.444318285180001,4.17645182357939,5.93419406195478,3.44021667736765,485.25,651.666666666666,418.833333333333,"CSJWAR"
2020,"overstock.com","Home Improvement and Cleaning Products Retailer",36772872,9919806.5,26853065.5,0.265126630843397,0.734873369156602,17963547.4166666,3568544.75,5688389.75,8881948.75,670475.166666666,0,0.521435448813756,0.423546637791443,0.556750841796205,4.08729042815663,4.60069680242598,3.91189222466775,533.166666666666,564.666666666666,521.5,"HICPR"
2020,"dell.com","Electronics and Technology Retailer",36680985.5,20732433.5833333,15948551.9166666,0.559912163828301,0.440087836171698,15855465.8333333,2236811,6346232,11970619.8333333,271894.666666666,0,0.462309794371325,0.409931933210379,0.528463251707942,4.13805110025561,4.88963236966084,3.2155266624553,596.916666666666,713.083333333333,457.5,"ETR"
2020,"michaels.com","Home Improvement and Cleaning Products Retailer",33022569.9166666,6553459.58333333,26469110.3333333,0.195630504629774,0.804369495370226,20782272.4166666,3162742.25,1499520.41666666,7130547.16666666,447487.75,0,0.430786065706063,0.220127928146567,0.48163529653929,4.53868956892285,8.62418014217351,3.53611472133764,479.166666666666,532.833333333333,464,"HICPR"
2020,"ulta.com","Personal Care and Beauty Products Retailer",32592133.5,6595567.16666666,25996566.3333333,0.198124073650233,0.801875926349766,18984217,2943484.83333333,3886406.66666666,6306976.66666666,471086.75,0,0.471864075317726,0.278600959911158,0.518548962289822,4.69243864928691,7.52512582659895,4.00054328853831,595.916666666666,676.583333333333,573.333333333333,"PCBPR"
2020,"nordstrom.com","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",31194603.0833333,10066016.4166666,21128586.6666666,0.320288821975678,0.679711178024321,15379236.5,1513751.5,7037643.91666666,6498492.41666666,765478.916666666,0,0.463148168185957,0.390341312456917,0.498677211573725,3.43634233208829,4.36598413280413,2.9987984264215,462.833333333333,547.416666666666,421.5,"CSJWAR"
2020,"menards.com","Home Improvement and Cleaning Products Retailer",29396610.75,6398539.08333333,22998071.6666666,0.213615154596069,0.78638484540393,19055610.9166666,213231.25,661455.75,9239034.58333333,227317.916666666,0,0.381255900262798,0.215205917089774,0.426513131517999,5.51908864759755,8.69990807867054,4.62902359817192,554.5,583.25,544.916666666666,"HICPR"
2020,"fitbit.com","Electronics and Technology Retailer",28703466.8333333,5639020.33333333,23064446.5,0.196709441011362,0.803290558988637,19530190.25,465684.333333333,1918690.41666666,6360709.83333333,428257.416666666,0,0.449881108397643,0.284248093240171,0.490749919121875,3.26865686781046,5.11237180147491,2.81787242133606,527,777.75,465.5,"ETR"
2020,"bhphotovideo.com","Photo and Video Equipment Retailer",27816304.75,18631773.75,9184531,0.658130588510838,0.341869411489161,12002325.5,2170263.58333333,4404333.58333333,8678882.5,560499.166666666,0,0.532870990631542,0.499930318271761,0.594126046836711,3.03362396892382,3.1850183944611,2.76822806392159,635.333333333333,687.25,526.5,"PVER"
2020,"sephora.com","Personal Care and Beauty Products Retailer",25681897.3333333,8185852.5,17496044.8333333,0.315318705785995,0.684681294214004,14582182.0833333,1863053.41666666,3708522.25,5107235.33333333,420904,0,0.389292006034466,0.281061608562792,0.439134026255347,4.89484580020287,6.94096777828451,3.95214321947463,505.083333333333,634.5,443.083333333333,"PCBPR"
2020,"hobbylobby.com","Home Improvement and Cleaning Products Retailer",23990546.5833333,3615601.75,20374944.8333333,0.149678636438787,0.850321363561212,14178006.9166666,3053530.33333333,1484255.16666666,4995847,279016.583333333,0,0.467053835341451,0.233499560467036,0.507959614923002,4.18599072398225,6.63932749855938,3.75346516363942,456.5,416.916666666666,462.75,"HICPR"
2020,"rei.com","Outdoor Recreation Merchandise Retailer",23617594.75,8329706,15287888.75,0.344642610188529,0.65535738981147,12138095.6666666,1511273.91666666,2544126.83333333,6920163.25,504053.583333333,0,0.462771294207229,0.31494802523397,0.537878395166929,4.50158005117373,6.26493821540099,3.59253359839652,576.833333333333,576.916666666666,571.416666666666,"ORMR"
2020,"tractorsupply.com","Home Improvement and Cleaning Products Retailer",23457167.0833333,3793137.08333333,19664030,0.158265590460171,0.841734409539828,13273069.5833333,3285692.41666666,1777543,4924931.16666666,195962.25,0,0.466128977803274,0.244228112261195,0.507409840168624,3.7507579408356,6.82751652399919,3.14577346437195,438.916666666666,522.25,418.75,"HICPR"
2020,"shop.advanceautoparts.com","Autoparts and Automobile Retailer",23280170.8333333,3679773.66666666,19600397.1666666,0.157208424873512,0.842791575126487,13911750.25,4318156.91666666,980553.333333333,4452654,107398.5,0,0.521856816932113,0.402232781854751,0.544267042775921,3.50101133785129,4.06687786141477,3.39205593129602,717.416666666666,509.416666666666,754.583333333333,"AAR"
2020,"cabelas.com","Outdoor Recreation Merchandise Retailer",23049176.5,4092056.25,18957120.25,0.173280109611389,0.82671989038861,13432235.75,2809420.16666666,1363511.66666666,5217369.75,226679.166666666,0,0.476606634168999,0.313764907804767,0.509084171785476,5.44046252537288,6.25204664291204,5.31123141859397,497.083333333333,429,509.833333333333,"ORMR"
2020,"victoriassecret.com","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",22924312.5,3652525.83333333,19271786.6666666,0.157106748010108,0.842893251989891,14180638.25,1799071.16666666,1450493.91666666,5158553.41666666,335555.916666666,0,0.390526792639642,0.243725133738455,0.417778330658036,6.34779140695687,7.97164659188599,6.04713727217097,633.916666666666,776.083333333333,605.333333333333,"CSJWAR"
2020,"staples.com","Office and Stationary Supplies Retailer",22160479.6666666,10262878.6666666,11897601,0.457605618236236,0.542394381763763,11598529.75,1354186,2634429.83333333,6315412.83333333,257921.25,0,0.397379783797374,0.326090801323933,0.455651846112121,4.21105424581124,5.15870443804957,3.43477705623512,451.25,539.083333333333,379.916666666666,"OSSR"
2020,"officedepot.com","Office and Stationary Supplies Retailer",21225761.25,8516020.25,12709741,0.394940774836246,0.605059225163753,10139103.5833333,1634163.91666666,3054530.41666666,6109858,288105.583333333,0,0.412312163590065,0.276733363136684,0.49872858256876,5.12271158091793,6.77688531446565,4.08807741930575,511.166666666666,625.833333333333,435.75,"OSSR"
2020,"shutterfly.com","Photo and Video Equipment Retailer",20902856.5,7656256.33333333,13246600.1666666,0.361900686401815,0.638099313598184,13017353.9166666,965003.166666666,2119020.33333333,4519852.66666666,281626.5,0,0.405872048452213,0.231605310979552,0.503969367940044,5.92646940105573,8.84406734134846,4.31397161221962,532.25,706.416666666666,430,"PVER"
2020,"joann.com","Arts, Crafts and Fabric Retailers",20319317.1666666,5195500.58333333,15123816.5833333,0.25008796766765,0.749912032332349,12683242.25,803709.416666666,1231493.33333333,5330626.5,270245.666666666,0,0.412539568109896,0.223030106393001,0.476778355378114,4.45988927753912,7.71141967055013,3.27177328415422,508.333333333333,612.416666666666,468,"ACFR"
2020,"petco.com","Pet Products Retailer",20307360.8333333,4370604.25,15936756.5833333,0.212721906515994,0.787278093484005,11536626.3333333,1708857.83333333,1757871.66666666,5138045.41666666,165959.083333333,0,0.441226968902722,0.281442760397421,0.483508312176879,4.1050033884317,6.39531037199765,3.49099292761929,458.5,451.5,458.75,"PPR"
2020,"adidas.com","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",19992121.6666666,8120818.83333333,11871302.8333333,0.404173173070744,0.595826826929255,10389886.5833333,1918951,2129589.5,4921627.58333333,632066.666666666,0,0.425903157990642,0.473000386344217,0.395282610212844,4.57296785251042,5.43249629871388,3.92018186628751,543.166666666666,652.333333333333,462.5,"CSJWAR"
2020,"biglots.com","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",19706767.25,2175827.58333333,17530939.6666666,0.108812844203925,0.891187155796074,12318912.8333333,1498511.5,1025739.75,4671802.5,191831.75,0,0.389340624846402,0.221637102355377,0.40961549544796,4.13730487021079,6.45465185390959,3.85716143963626,404.5,475.166666666666,395.75,"CSJWAR"
2020,"guitarcenter.com","Music Products and Services Retailer",19080624.0833333,6415616.5,12665007.5833333,0.335284688924373,0.664715311075626,10228158,2114084.16666666,1304983.16666666,5156972.33333333,276470.166666666,0,0.433503256103426,0.32072698771466,0.490210735452057,4.3978403410714,5.88649467186712,3.64820733599251,592.833333333333,585.333333333333,596.25,"MPSR"
2020,"oreillyauto.com","Autoparts and Automobile Retailer",18688307.9166666,3152769.25,15535538.6666666,0.167763436745681,0.832236563254318,10762822.4166666,304738.333333333,648189.666666666,6862172,110385.333333333,0,0.393724368549204,0.266845874637982,0.419329737403362,3.56465602145024,5.09608726138407,3.25684607292561,414.083333333333,373.75,421.75,"AAR"
2020,"rockauto.com","Autoparts and Automobile Retailer",18608068.9166666,2312149.66666666,16295919.25,0.124170233160511,0.875829766839489,13088968.9166666,0,533172.666666666,4799083,186905.833333333,0,0.542140092674261,0.434103038940012,0.557270410599804,3.64379851898386,5.08325364136797,3.44190582644709,641.916666666666,634.666666666666,642.75,"AAR"
2020,"publix.com","Foods,Beverages and Groceries Retailer",18170358,3870383,14299975,0.212792040488872,0.787207959511127,11867391.75,524317.75,817023,4725696.5,235972.416666666,0,0.309384481943729,0.237279374160791,0.328706573712137,5.15237313377612,5.97432240709214,4.92938271143982,389.5,439.583333333333,374.666666666666,"FBGR"
2020,"lenovo.com","Electronics and Technology Retailer",17733170.4166666,7889948,9843222.41666666,0.442724091691355,0.557275908308645,8348583,724955.666666666,2134659.08333333,6196778.83333333,328193.833333333,0,0.456457549215148,0.43193341978626,0.475995938181731,3.1904425733867,3.79202725868499,2.70722179988626,524.25,535.583333333333,514.583333333333,"ETR"
2020,"sears.com","General",17581419.25,3456706.5,14124712.75,0.195638834127482,0.804361165872517,10299771.5833333,1030104.91666666,1781546.16666666,4318962,151034.416666666,0,0.508131298146142,0.446295546756181,0.522736305635495,3.22505397291276,3.69040541131089,3.11207297141878,427.583333333333,381,438.416666666666,"G"
2020,"midwayusa.com","Outdoor Recreation Merchandise Retailer",16497110.1666666,2808593.66666666,13688516.5,0.16839662581172,0.831603374188279,9904882.08333333,494919.5,1053269.41666666,4837650.91666666,206388.25,0,0.505077999713571,0.455108332452606,0.51638729245013,4.29436080865272,5.24556720650785,4.08644339741353,598,621.083333333333,593.5,"ORMR"
2020,"weightwatchers.com","Fitness & Sports Products and Services Retailer",15472453.5833333,5245758.25,10226695.3333333,0.338570864655322,0.661429135344677,10953998,471478.583333333,825134.25,3047387.5,174455.5,0,0.383553757356472,0.262827510117834,0.448186562785971,4.07674635931,4.57049005287766,3.90886530051459,452.333333333333,431.666666666666,463.833333333333,"FSPSR"
2020,"palmettostatearmory.com","Weapons, Industrial Tools and Equipment Retailer",15071335,2573381.41666666,12497953.5833333,0.166912068951483,0.833087931048516,9740471.08333333,118039.833333333,762830.833333333,4231552.83333333,218471.083333333,0,0.435068887053089,0.359304071469143,0.450648612065483,4.22957572906286,5.87166232528463,3.8980930086251,523,558.75,515.583333333333,"WITER"
2020,"belk.com","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",14977541.5833333,2023897.16666666,12953644.4166666,0.133248010428633,0.866751989571366,9621503.33333333,1355916.83333333,1524569.83333333,2141644.41666666,333907,0,0.476940736246211,0.265085534623304,0.50834097787718,5.13723936718944,9.62324786039002,4.45057001877716,675.666666666666,669.5,673.833333333333,"CSJWAR"
2020,"teespring.com","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",14810061.1666666,4608444.91666666,10201616.25,0.309825483668362,0.690174516331638,7291964.33333333,294611.416666666,943059.5,1265289.16666666,5015197.91666666,0,0.517524090703037,0.332468263210732,0.602797281785227,3.42575193442843,5.68335746051503,2.39096929761474,377.416666666666,572.333333333333,279.916666666666,"CSJWAR"
2020,"dsw.com","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",14681950.0833333,2843167,11838783.0833333,0.193150004139297,0.806849995860702,9346040.16666666,904213.083333333,1259074.41666666,3018775.83333333,153846.166666666,0,0.448418632172843,0.511044332713887,0.434099510016626,3.44008966902498,3.97337167701412,3.30417226895106,505.166666666666,534.25,497.416666666666,"CSJWAR"
2020,"sweetwater.com","Music Products and Services Retailer",14216802.75,2362865.33333333,11853937.4166666,0.165617382683323,0.834382617316676,6938847.25,2270956,1933037.16666666,2725101.33333333,348861.25,0,0.5837360484167,0.625334880678736,0.574655612382694,3.21493609848397,2.42235557644617,3.37644554095422,627,408.833333333333,670.416666666666,"MPSR"
2020,"carid.com","Autoparts and Automobile Retailer",14079425.5,1548443.83333333,12530981.6666666,0.110026585945895,0.889973414054104,8118519.91666666,1399605.5,1056369.33333333,3440485.5,64444.5833333333,0,0.553139606227473,0.613501000091641,0.54574873342312,3.44803099192314,2.94105832001459,3.51050672677035,441.666666666666,305.583333333333,458.75,"AAR"
2020,"finishline.com","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",13394095.9166666,4576902.75,8817193.16666666,0.333264962041963,0.666735037958036,7471052.25,1023942.83333333,2030334.66666666,2347684.75,521081.416666666,0,0.435201711767556,0.258936386176693,0.526928156898708,6.08895101183942,10.2055660102867,3.68459444961179,636,709.25,587.5,"CSJWAR"
2020,"store.google.com","Electronics and Technology Retailer",12968238.4166666,741337.333333333,12226901.0833333,0.0654001070126933,0.934599892987306,5944965.41666666,3167.25,6895538.41666666,121727.416666666,275563.833333333,0,0.526256270896127,0.269143468418451,0.543274923699425,4.24480922013397,6.9034228280772,4.08005005530589,762.75,1364.16666666666,708.416666666666,"ETR"
2020,"cheaperthandirt.com","Weapons, Industrial Tools and Equipment Retailer",12861625.5,2143922.58333333,10717702.9166666,0.163945681849906,0.836054318150094,7661226.08333333,0,402051.833333333,4703099.91666666,95247.75,0,0.497890662483767,0.424925094871074,0.511257614507224,3.56126129617904,4.04171512497293,3.4759163818238,461.833333333333,350.416666666666,482.916666666666,"WITER"
2020,"hm.com","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",12679403.25,6142117.08333333,6537286.16666666,0.478724466922995,0.521275533077004,6239692.91666666,207614.333333333,1181791.91666666,4647863.75,402440.25,0,0.318582530396364,0.228067452054357,0.397684422320667,8.09485537546543,9.35906660341128,7.01596313008689,573.833333333333,592.333333333333,554.75,"CSJWAR"
2020,"ae.com","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",12537714.0833333,3640128,8897586.08333333,0.286992665157407,0.713007334842592,7060796.33333333,1257507.08333333,1239243.25,2765046.25,215121.166666666,0,0.407695851309558,0.273155337211865,0.463099342470062,4.62083154513715,5.44220001797676,4.26274308932171,563.166666666666,457.416666666666,603.666666666666,"CSJWAR"
2020,"summitracing.com","Autoparts and Automobile Retailer",12467470.1666666,2668417.58333333,9799052.58333333,0.212509810771507,0.787490189228492,6537110.08333333,1787130,1342345.5,2692161,108724,0,0.516922848038346,0.359566809797538,0.55865127448552,4.46973091402943,6.59647145641403,3.90717574535917,616.583333333333,589.166666666666,623.916666666666,"AAR"
2020,"zazzle.com","Photo and Video Equipment Retailer",12423088.0833333,3784623.25,8638464.83333333,0.303238453742462,0.696761546257537,6172055.5,1590550.75,1450389,2869154.83333333,340976.916666666,0,0.561725889672417,0.356648767230229,0.650356152424258,4.03947230530777,6.68703668079886,2.88479820350549,642.166666666666,905.666666666666,527.666666666666,"PVER"
2020,"footlocker.com","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",12393967.3333333,6009229.91666666,6384737.41666666,0.480136273462178,0.519863726537821,7083560.5,855367.833333333,722695.833333333,3401817.08333333,330526.166666666,0,0.525517670949842,0.54216309386776,0.513022359998654,3.9149691597919,4.64292147900989,3.13861216801532,580.25,660.083333333333,496.583333333333,"CSJWAR"
2020,"scholastic.com","Media, Education and Entertainment Products Retailer",11872119,8884065.91666666,2988053.08333333,0.717202122864748,0.282797877135251,6384062.33333333,91233.3333333333,2436020.83333333,2858979.08333333,101823.916666666,0,0.273172659908381,0.206357666352684,0.461124145186865,6.48232782515952,7.26348950296016,4.32408835880281,525.25,540.333333333333,483.083333333333,"MEEPR"
2020,"fashionnova.com","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",11693455.5,2669615.66666666,9023839.83333333,0.229217652048946,0.770782347951053,8048385.75,207429.833333333,603074.583333333,2537167.08333333,297398.75,0,0.386808671708217,0.217133681544633,0.437809029206505,7.40789773699211,11.4394971010836,6.15933809248936,987.833333333333,996,985.333333333333,"CSJWAR"
2020,"asos.com","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",11627012.5833333,5570254.33333333,6056758.25,0.474031291375663,0.525968708624337,6299095.33333333,933125.333333333,1454833,2687736.91666666,252269.5,0,0.316637632876678,0.221075518263928,0.400747182915038,7.89375297418519,9.49347623732067,6.53257822755452,610.833333333333,674.166666666666,553.083333333333,"CSJWAR"
2020,"fingerhut.com","General",11560760.9166666,1382458.5,10178302.4166666,0.119364138964331,0.880635861035668,8574707.16666666,487885.333333333,672813.083333333,1689517.5,135868.083333333,0,0.342593755517457,0.11415189029365,0.373683846757384,6.16319788409558,8.44700376767463,5.84430108093076,672.416666666666,574.833333333333,684.833333333333,"G"
2020,"meijer.com","General",11524982.75,2664962.08333333,8860020.66666666,0.228760217147059,0.771239782852941,7464717,195640.333333333,537303.5,3191820.83333333,135501.166666666,0,0.369732755469923,0.292903362073703,0.390209695578589,4.56351659525906,6.99469887875208,3.85875864151572,398.416666666666,563.583333333333,348.75,"G"
